Name,Source,TF,CF,"Majestic BL","Majestic RD","Majestic Topics","Majestic Languages","Site Languages","Ahrefs DR","Ahrefs UR","Ahrefs RD","Ahrefs BL","Ahrefs Traffic","Ahrefs Positions","Ahrefs Cost","Moz DA","Moz PA",Age,"SZ Redirects","SZ Parked","SZ Active History","SZ Score","SZ Drops","Google Index","SEM Traffic","SEM Rank","SEM Keywords","Out Links Internal","Out Links External","Out Domains External","Date Added",Price,Expires
fiorentinos.com,"GoDaddy Auctions",28,16,58,27,"Business: 28
Business/Aerospace and Defense: 19","English: 98.2%
Greek: 1.7%",,9,3,88,232,0,14,0,25,31,24,22,0,24,2,,1,0,15518051,12,0,0,0,05/18/2025,$1,"05/26/2025 20:40:00"
alaskawhalewatchingtours.com,"GoDaddy Auctions",27,18,76,57,"Recreation: 27","English: 90%
Spanish: 10%",,5,0,93,164,0,4,0,11,27,21,13,0,21,2,,1,0,21085884,3,0,0,0,05/18/2025,$1,"05/26/2025 21:19:00"
sacanimal.org,"GoDaddy Auctions",31,21,262,104,"Society/Organizations: 31
Recreation/Pets: 22","English: 98.7%
Spanish: 0.8%
Korean: 0.4%",,28,4,248,1318,25,276,516,32,32,26,55,0,26,2,,118,266,2287075,738,0,0,0,05/19/2025,$135,"05/26/2025 17:37:00"
iflyamerica.org,"GoDaddy Auctions",28,22,1482,235,"Recreation/Aviation: 28
Business/Transportation and Logistics: 22
Business/Financial Services: 21
Shopping/Classifieds: 19","English: 99.8%",,23,17,624,2426,0,0,0,26,40,23,34,0,22,3,,0,0,26897043,2,1,0,0,05/16/2025,$455,"05/26/2025 20:49:00"
jewishveg.com,"GoDaddy Auctions",35,28,4167,1133,"Society/Lifestyle Choices: 35
Home/Cooking: 23
Society/Religion and Spirituality: 21
Society/Issues: 20","English: 96%
French: 1.5%
Portuguese: 0.7%
Spanish: 0.2%
German: 0.2%
Chinese: 0.1%
Vietnamese: 0.1%
Russian: 0.1%
Hungarian: 0.1%
Slovenian: 0.1%",,35,15,1058,14913,0,0,0,42,40,25,144,0,25,3,,,0,0,0,1,0,0,05/18/2025,$355,"05/26/2025 20:00:00"
toby-churchill.com,"GoDaddy Auctions",32,23,1057,66,"Business/Healthcare: 32
News/Media Industry: 21","English: 95.7%
Spanish: 1.7%
French: 1%
German: 0.7%
Chinese: 0.2%
Italian: 0.1%
Russian: 0.1%",,32,2,184,1644,0,0,0,33,28,17,13,0,16,3,,0,0,0,0,0,0,0,05/19/2025,$315,"05/26/2025 18:33:00"
petersongarden.org,"GoDaddy Auctions",16,21,992,147,"Business/Agriculture and Forestry: 16
Science/Social Sciences: 14
Society/Philanthropy: 13
News/Magazines and E-zines: 13
Regional/North America: 12
News/Media Industry: 12
Shopping/Clothing: 12","English: 99.6%
French: 0.1%
Japanese: 0.1%
Vietnamese: 0.1%",,34,19,321,2768,0,0,0,40,37,15,68,1,15,4,,0,0,0,0,1,0,0,05/16/2025,$35,"05/26/2025 17:31:00"
exquisitetweets.com,"GoDaddy Auctions",20,19,1291,262,"Computers/Internet/Web Design and Development: 20
Computers/Human-Computer Interaction: 18
Business/Business Services: 16
Computers/Programming/Languages: 15
Computers/Hardware: 15
Computers/Data Formats: 14
Society/People: 14
Society/Politics: 14
Computers/Computer Science/Theoretical: 13
Computers/Artificial Intelligence: 13","English: 65.4%
German: 20.4%
Russian: 10.5%
Finnish: 0.8%
Indonesian: 0.5%
French: 0.4%
Italian: 0.3%
Spanish: 0.3%
Portuguese: 0.1%
Chinese: 0.1%",,42,25,349,2338,0,0,0,44,35,14,40,0,14,4,,,0,0,0,0,0,0,05/18/2025,$365,"05/26/2025 16:03:00"
grandtavern.net,"GoDaddy Auctions",16,18,117,62,"News/Media Industry: 16
Business/Real Estate: 13
Arts: 12
Business/Small Business: 11
News/Newspapers: 11","English: 100%",,7,2,144,362,0,0,0,31,29,15,0,0,15,4,,,0,0,0,0,0,0,05/18/2025,$1,"05/26/2025 16:21:00"
attentiveholiday.com,"GoDaddy Auctions",19,18,512,46,"Computers/Internet: 19","Indonesian: 47.2%
English: 38.4%
Korean: 9.3%
Japanese: 1.9%
Spanish: 0.7%
French: 0.5%
Chinese: 0.3%
Dutch: 0.1%
Finnish: 0.1%
German: 0.1%",,12,0,155,3299,0,0,0,17,30,14,38,0,14,4,,,0,0,0,0,0,0,05/19/2025,$1,"05/26/2025 17:27:00"
flash-extensions.net,"GoDaddy Auctions",21,20,1908,91,"Computers/Data Formats: 21
Recreation/Autos: 15
Business/Food and Related Products: 15
Regional/Europe: 14
Arts: 14","English: 68.3%
Malagasy: 20.5%
French: 8.6%
Turkish: 0.8%
Portuguese: 0.4%
Spanish: 0.4%
Russian: 0.3%
Bosnian: 0.2%
Japanese: 0.1%","Japanese: 100%",34,0,240,15264,0,1,0,28,32,20,22,0,18,4,,0,0,0,0,0,3,3,05/19/2025,$1,"05/26/2025 20:54:00"
naldzgraphics.com,"GoDaddy Auctions",19,23,1855,210,"Arts/Graphic Design: 19
Regional/Europe: 18","English: 83.9%
French: 3.2%
Russian: 3%
Turkish: 2.1%
Spanish: 1.7%
Romanian: 1.6%
Chinese: 1.1%
Italian: 0.8%
Japanese: 0.7%
Latin: 0.7%",,11,7,312,7912,0,1,0,24,38,16,16,7,16,4,,0,0,0,0,0,0,0,05/19/2025,$25,"05/26/2025 21:25:00"
danceboxoffice.com,"Namecheap Auctions",14,21,220,39,"Arts/Performing Arts: 14
Recreation/Travel: 13
Arts: 13
Arts/Television: 12
Arts/Literature: 11
Reference/Education: 11
Arts/Crafts: 11
Arts/Photography: 10
Business/Telecommunications: 9
Society/Organizations: 9","English: 100%","English: 100%",23,11,114,2522,0,0,0,26,28,16,65,0,16,5,,,0,0,0,0,0,0,05/12/2025,$15,"05/26/2025 15:00:00"
metromaniladirections.com,"GoDaddy Auctions",17,23,1848,193,"Society/Government: 17
Recreation/Food: 14
Recreation/Outdoors: 12
Sports/Winter Sports: 12","English: 92.6%
Russian: 5%
German: 1.2%
Japanese: 0.6%
Croatian: 0.1%
Indonesian: 0.1%","English: 92.1%
Indonesian: 2.8%
Arabic: 2.5%
Tagalog: 1.2%
Vietnamese: 0.6%
Bengali: 0.3%
French: 0.3%",9,4,399,4673,210,933,68,27,38,15,49,0,15,5,,57,3,9764071,49,165,398,124,05/18/2025,$1,"05/26/2025 21:27:00"
club-peugeot.com,"GoDaddy Auctions",28,18,139,27,"Recreation/Autos: 28","Finnish: 68.7%
English: 19.6%
Estonian: 9.2%
Dutch: 1.1%
German: 0.5%
Hungarian: 0.5%",,6,2,54,631,0,0,0,24,26,24,12,0,23,5,,,0,0,0,0,0,0,05/18/2025,$1,"05/26/2025 16:55:00"
yiyunli.com,"GoDaddy Auctions",20,20,1370,156,"Society/People: 20
Arts/Literature: 17
Reference/Libraries: 17
Society/Gay  Lesbian  and Bisexual: 15
Reference/Education: 14
News/Weblogs: 14
Recreation/Humor: 14
Home/Cooking: 14
Computers/Internet/On the Web: 13","English: 97.3%
Spanish: 0.5%
Chinese: 0.4%
Dutch: 0.3%
Japanese: 0.3%
Danish: 0.2%
German: 0.2%
French: 0.1%
Russian: 0.1%",,32,4,380,5865,0,1,0,39,36,20,0,1,20,5,,,0,21438081,3,0,0,0,05/19/2025,$305,"05/26/2025 21:12:00"
pillowsandpancakes.com,"GoDaddy Auctions",24,17,694,64,"Recreation/Travel: 24
Recreation/Outdoors: 19
Science/Environment: 18
Shopping/Publications: 17
Arts: 17
Business: 17
Computers/Internet/Searching: 15","Italian: 62.5%
English: 33.6%
Russian: 1.6%
German: 0.8%
Portuguese: 0.3%
Spanish: 0.3%
Swedish: 0.3%
Danish: 0.1%
Dutch: 0.1%","Japanese: 100%",16,0,142,1262,0,0,0,26,32,20,25,0,15,5,,,0,0,0,0,3,3,05/19/2025,$1,"05/26/2025 16:29:00"
