Domain Name,Status,SZ Score,Spam message,Active History,Domain Age,Parked Pages,Redirects,Languages,Titles,Links,Archive,3xx Responses,2xx Responses,Min Words,Max Words,Min Hrefs,Max Hrefs,Ahrefs Domain Rating,Ahrefs URL Rating,Ahrefs Backlinks,Ahrefs Ref Domains,Ahrefs Ref Pages,Ahrefs Ref IPs, Ahrefs Ref Class C,Ahrefs Nofollow,Ahrefs Dofollow,Ahrefs Text,Ahrefs Image,Ahrefs Links External,Ahrefs .gov,Ahrefs .edu,Majestic Trust Flow,Majestic Citation Flow,Majestic External Backlinks,Majestic Ref Domains,Majestic Indexed URLs,Majestic Ref IPs,Majestic Ref Subnets,Majestic .gov,Majestic .edu,Majestic Redirect,Majestic Anchor Language,Majestic Topic 1,Majestic Topic 2,Majestic Topic 3,Lang History

petersongarden.org,clear,5,Clean,15,15,0,68,en,Growing Retro in Chicago's 40th Ward /  The Peterson Garden Project,here,http://web.archive.org/web/20100424231930if_/http://petersongarden.org:80/,68,210,51,1259,50,69,34,18,2681,326,1534,322,251,925,1750,2675,45,198,0,21,14,21,952,144,95,131,115,0,2,No,English French Japanese Vietnamese,Science/Social Sciences,News/Magazines and E-zines,Society/Philanthropy,2010: English
,,,,,,,,,Peterson Garden Project,the peterson garden project,http://web.archive.org/web/20100921043012if_/http://petersongarden.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011: English
,,,,,,,,,HOME - Peterson Garden Project,peterson garden,http://web.archive.org/web/20110615011608if_/http://www.petersongarden.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012: English
,,,,,,,,,The Peterson Garden Project,http://www.petersongarden.org,http://web.archive.org/web/20111016152942if_/http://www.petersongarden.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013: English
,,,,,,,,,Home - Peterson Garden Project,peterson garden project,http://web.archive.org/web/20120318104934if_/http://www.petersongarden.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014: English
,,,,,,,,,,july expert gardener night hellohoward peterson garden project,http://web.archive.org/web/20120721040011if_/http://petersongarden.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015: English
,,,,,,,,,,petersongarden.org,http://web.archive.org/web/20121123065804if_/http://www.petersongarden.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016: English
,,,,,,,,,,petersen garden project,http://web.archive.org/web/20130410045246if_/http://www.petersongarden.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017: English
,,,,,,,,,,petersongarden,http://web.archive.org/web/20130815222024if_/http://www.petersongarden.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018: English
,,,,,,,,,,http://www.petersongarden.org/,http://web.archive.org/web/20140102085724if_/http://petersongarden.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019: English
,,,,,,,,,,,http://web.archive.org/web/20140515073751if_/http://www.petersongarden.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020: English
