Domain Name,Status,SZ Score,Spam message,Active History,Domain Age,Parked Pages,Redirects,Languages,Titles,Links,Archive,3xx Responses,2xx Responses,Min Words,Max Words,Min Hrefs,Max Hrefs,Ahrefs Domain Rating,Ahrefs URL Rating,Ahrefs Backlinks,Ahrefs Ref Domains,Ahrefs Ref Pages,Ahrefs Ref IPs, Ahrefs Ref Class C,Ahrefs Nofollow,Ahrefs Dofollow,Ahrefs Text,Ahrefs Image,Ahrefs Links External,Ahrefs .gov,Ahrefs .edu,Majestic Trust Flow,Majestic Citation Flow,Majestic External Backlinks,Majestic Ref Domains,Majestic Indexed URLs,Majestic Ref IPs,Majestic Ref Subnets,Majestic .gov,Majestic .edu,Majestic Redirect,Majestic Anchor Language,Majestic Topic 1,Majestic Topic 2,Majestic Topic 3,Lang History

akaycentric.com,clear,16,Clean,8,8,0,10,en,Akaycentric - Musician | Band,website,http://web.archive.org/web/20170512081639if_/http://akaycentric.com:80/,10,30,55,1097,9000,9000,5,6,148,80,118,83,74,61,85,148,0,171,0,0,12,16,52,43,96,40,35,0,0,Yes,English Korean,Shopping/Home and Garden,Games/Video Games/Browser Based,Recreation/Pets,2017: English
,,,,,,,,,Home – Akaycentric,www.akaycentric.com,http://web.archive.org/web/20180329155217if_/https://akaycentric.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018: English
,,,,,,,,,Akaycentric – Afrocentric,boost your site’s https://akaycentric.com metrics for ahrefs dr moz da & majestic tf with high-quality manual seo dofollow backlinks — see results first pay later at shop.skylinkseo.com!,http://web.archive.org/web/20180825221743if_/https://akaycentric.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019: English
,,,,,,,,,,achieve highest ranking and beat your competitors check results first pay later—guaranteed success with – seo and link building services agency,http://web.archive.org/web/20190508080114if_/https://akaycentric.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020: English
,,,,,,,,,,+,http://web.archive.org/web/20200814165628if_/https://akaycentric.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021: English
,,,,,,,,,,akaycentric.com unstoppable synergy is ours—itxoft.com merges with your goals.,http://web.archive.org/web/20210316145531if_/https://akaycentric.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022: English
,,,,,,,,,,akaycentric,http://web.archive.org/web/20211202045056if_/https://akaycentric.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023: English
,,,,,,,,,,akaycentric.com,http://web.archive.org/web/20220525004239if_/https://akaycentric.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024: English
,,,,,,,,,,\lagos countdown 2014\,http://web.archive.org/web/20220925173633if_/https://akaycentric.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20230201150349if_/http://akaycentric.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20230927150648if_/https://akaycentric.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20240224092628if_/https://akaycentric.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20241106174653if_/https://akaycentric.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdwf.net,clear,3,Clean,16,19,0,9,en,Best Damn Watch Forum.com ::,http://www.bdwf.net/forum/showthread.php?t=71743,http://web.archive.org/web/20060921033041if_/http://www.bdwf.net:80/,9,426,233,1031,9000,9000,17,1,1202,136,781,160,146,332,823,1195,66,4,0,0,28,15,339,72,300,47,47,0,0,No,English Portuguese Romanian/Moldavian/Moldovan Italian Bulgarian Spanish/Castilian French Russian Dutch/Flemish German,Recreation/Collecting,,,2006: English
,,,,,,,,,Best Damn Watch Forum.com :: Index,http://www.bdwf.net/forum/showthread.php?t=70940,http://web.archive.org/web/20070602024626if_/http://www.bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007: English
,,,,,,,,,WWW.BDWF.NET -- WATCH FORUM ::,2,http://web.archive.org/web/20071220001839if_/http://www.bdwf.net:80/?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008: English
,,,,,,,,,BDWF.net - Watch Forum,ebben,http://web.archive.org/web/20080626125833if_/http://www.bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009: English
,,,,,,,,,BDWF.net,bdwf.net,http://web.archive.org/web/20090126024102if_/http://bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010: English
,,,,,,,,,BDWF.net -,http://www.bdwf.net/,http://web.archive.org/web/20100211140017if_/http://www.bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011: English
,,,,,,,,,,854617. bdwf.net,http://web.archive.org/web/20100917193305if_/http://bdwf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012: English
,,,,,,,,,,itt,http://web.archive.org/web/20110222221141if_/http://bdwf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013: English
,,,,,,,,,,bdwf,http://web.archive.org/web/20110701175140if_/http://bdwf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014: English
,,,,,,,,,,,http://web.archive.org/web/20111120073222if_/http://www.bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015: English
,,,,,,,,,,,http://web.archive.org/web/20120403150521if_/http://www.bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016: English
,,,,,,,,,,,http://web.archive.org/web/20120804103133if_/http://www.bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017: English
,,,,,,,,,,,http://web.archive.org/web/20121206132121if_/http://bdwf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022: English
,,,,,,,,,,,http://web.archive.org/web/20130521112331if_/http://bdwf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023: English
,,,,,,,,,,,http://web.archive.org/web/20140227184428if_/http://www.bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024: English
,,,,,,,,,,,http://web.archive.org/web/20140814102421if_/http://www.bdwf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025: English
,,,,,,,,,,,http://web.archive.org/web/20141217010949if_/http://bdwf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20150504222441if_/http://www.bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20151024114956if_/http://www.bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20160620101923if_/http://bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20170823053736if_/http://www.bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20171223092709if_/http://www.bdwf.net:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20220625195129if_/https://www.bdwf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20221127052316if_/https://www.bdwf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20230822153229if_/https://www.bdwf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20240304034403if_/https://www.bdwf.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20250114095105if_/https://www.bdwf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonedrywp.com,suspicious,16,\Significant Increase in Content (bonedrywp.com-2021-05-11 [846] -> bonedrywp.com-2021-09-16 [76700])\,16,17,0,28,en,Bone Dry Waterproofing,bone dry waterproofing inc.,http://web.archive.org/web/20080515202141if_/http://www.bonedrywp.com:80/,28,158,61,76700,9000,9000,19,15,3836,159,1688,164,153,467,3343,3810,180,320,3,0,16,16,129,45,478,41,41,0,0,No,English Spanish/Castilian,Business/Construction and Maintenance,,,2008: English
,,,,,,,,,Bone-Dry Waterproofing and Foundation Repair - Louisville KY 502-245-0731,bonedrywp.com,http://web.archive.org/web/20081227181048if_/http://www.bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010: English
,,,,,,,,,Bone Dry Waterproofing :: Home,website,http://web.archive.org/web/20100525040511if_/http://www.bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011: English
,,,,,,,,,Bone Dry Waterproofing | Louisville Basement Waterproofing | 'A Great Place To Take A Leak',http://www.bonedrywp.com,http://web.archive.org/web/20110103063349if_/http://www.bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012: English
,,,,,,,,,Bone-Dry Waterproofing & Foundation Repair Solutions for Kentucky & Indiana,www.bonedrywp.com,http://web.archive.org/web/20110506182352if_/http://www.bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013: English
,,,,,,,,,Basement Waterproofing Louisville KY | Bone Dry Waterproofing,foundation piering louisville | foundation piering system louisville - bone dry waterproofing,http://web.archive.org/web/20120318221113if_/http://www.bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014: English
,,,,,,,,,Basement Waterproofing Louisville KY | Bone Dry Waterproofing – Just another WordPress site,bone dry waterproofing,http://web.archive.org/web/20120722070448if_/http://www.bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015: English
,,,,,,,,,Bone Dry Waterproofing – Basement Waterproofing Louisville Kentucky,http://bonedrywp.com/,http://web.archive.org/web/20121124013222if_/http://www.bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016: English
,,,,,,,,,Basement Waterproofing Louisville - Bone Dry Waterproofing,visit website,http://web.archive.org/web/20130402203658if_/http://www.bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017: English
,,,,,,,,,Basement Waterproofing Louisville KY | Foundation Repair Louisville | Egress Windows - Bone Dry Waterproofing,,http://web.archive.org/web/20140219044404if_/http://bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018: English
,,,,,,,,,Bone Dry Waterproofing - Bone Dry Waterproofing,,http://web.archive.org/web/20150103023143if_/http://bonedrywp.com:80/?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019: English
,,,,,,,,,,,http://web.archive.org/web/20150629084818if_/http://bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020: English
,,,,,,,,,,,http://web.archive.org/web/20160110053512if_/http://bonedrywp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021: English
,,,,,,,,,,,http://web.archive.org/web/20160812160112if_/http://bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022: English
,,,,,,,,,,,http://web.archive.org/web/20170515212733if_/http://bonedrywp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023: English
,,,,,,,,,,,http://web.archive.org/web/20170930061119if_/https://bonedrywp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024: English
,,,,,,,,,,,http://web.archive.org/web/20180322172910if_/http://bonedrywp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20180828221013if_/https://bonedrywp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20190112104927if_/https://bonedrywp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20190523170524if_/http://bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20190925070556if_/http://bonedrywp.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20200807003748if_/https://bonedrywp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20210511035025if_/https://bonedrywp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
