Domain Name,Status,SZ Score,Spam message,Active History,Domain Age,Parked Pages,Redirects,Languages,Titles,Links,Archive,3xx Responses,2xx Responses,Min Words,Max Words,Min Hrefs,Max Hrefs,Ahrefs Domain Rating,Ahrefs URL Rating,Ahrefs Backlinks,Ahrefs Ref Domains,Ahrefs Ref Pages,Ahrefs Ref IPs, Ahrefs Ref Class C,Ahrefs Nofollow,Ahrefs Dofollow,Ahrefs Text,Ahrefs Image,Ahrefs Links External,Ahrefs .gov,Ahrefs .edu,Majestic Trust Flow,Majestic Citation Flow,Majestic External Backlinks,Majestic Ref Domains,Majestic Indexed URLs,Majestic Ref IPs,Majestic Ref Subnets,Majestic .gov,Majestic .edu,Majestic Redirect,Majestic Anchor Language,Majestic Topic 1,Majestic Topic 2,Majestic Topic 3,Lang History

asgv.org,clear,5,Clean,16,16,0,0,en,Association of Sugar Glider Veterinarians™,asgv.org,http://web.archive.org/web/20091002223721if_/http://www.asgv.org:80/,0,190,142,463,50,50,28,4,1805,165,1529,169,152,570,1235,1805,966,4,0,6,16,22,4352,85,89,76,74,0,1,No,English Chinese Malay,Health/Animal,Regional/North America,Recreation/Pets,2009: English
,,,,,,,,,Sugar Gliders|Sugar Bears,association of sugar glider veterinarians (asgv),http://web.archive.org/web/20100209123910if_/http://www.asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010: English
,,,,,,,,,,... view this document,http://web.archive.org/web/20100610085855if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011: English
,,,,,,,,,,www.asgv.org,http://web.archive.org/web/20101124111138if_/http://asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012: English
,,,,,,,,,,http://www.asgv.org/,http://web.archive.org/web/20110512004037if_/http://www.asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013: English
,,,,,,,,,,saved from asgv.org,http://web.archive.org/web/20110926220607if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014: English
,,,,,,,,,,association of sugar glider veterinarians,http://web.archive.org/web/20120321203732if_/http://www.asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015: English
,,,,,,,,,,asgv,http://web.archive.org/web/20130521080644if_/http://asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016: English
,,,,,,,,,,potty training 2 - asgv - sugar gliders|sugar bears,http://web.archive.org/web/20131107193501if_/http://www.asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017: English
,,,,,,,,,,,http://web.archive.org/web/20140517000933if_/http://asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018: English
,,,,,,,,,,,http://web.archive.org/web/20141008182229if_/http://asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019: English
,,,,,,,,,,,http://web.archive.org/web/20150215014026if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020: English
,,,,,,,,,,,http://web.archive.org/web/20150709202956if_/http://asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021: English
,,,,,,,,,,,http://web.archive.org/web/20151112165123if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022: English
,,,,,,,,,,,http://web.archive.org/web/20160322114123if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023: English
,,,,,,,,,,,http://web.archive.org/web/20160724215234if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024: English
,,,,,,,,,,,http://web.archive.org/web/20161226095113if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20170517071643if_/http://asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20170920101811if_/http://asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20180126234027if_/http://asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20180622215250if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20181026053004if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20190306165450if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20190730232336if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20191222161547if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20200428233318if_/http://www.asgv.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20200923064956if_/http://asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20210125042923if_/http://www.asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20210920204528if_/http://asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20220121114518if_/http://asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20220521224055if_/http://www.asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20221004140043if_/http://asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20230325015129if_/http://asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20240415112615if_/http://asgv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ourfairdeal.org,clear,5,Clean,12,12,0,70,en,Home | Our Fair Deal,our fair deal,http://web.archive.org/web/20130516134839if_/http://ourfairdeal.org,70,192,300,1350,50,58,36,16,2924,195,2780,224,200,92,2806,2898,0,434,0,1,21,21,418,96,39,93,87,0,0,No,English Arabic Spanish/Castilian Italian French German Korean Portuguese Vietnamese,Computers/Software/Operating Systems,Society/Issues,News/Magazines and E-zines,2013: English
,,,,,,,,,OurFairDeal,www.ourfairdeal.org,http://web.archive.org/web/20131006140446if_/http://ourfairdeal.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014: English
,,,,,,,,,,http://ourfairdeal.org,http://web.archive.org/web/20140207092049if_/http://www.ourfairdeal.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015: English
,,,,,,,,,,ourfairdeal,http://web.archive.org/web/20140716085222if_/http://ourfairdeal.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016: English
,,,,,,,,,,ourfairdeal.org,http://web.archive.org/web/20141129020807if_/http://ourfairdeal.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017: English
,,,,,,,,,,fair deal coalition,http://web.archive.org/web/20150406075634if_/http://ourfairdeal.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018: English
,,,,,,,,,,jeep gladiator,http://web.archive.org/web/20150908020226if_/http://www.ourfairdeal.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024: English
,,,,,,,,,,http://ourfairdeal.org/,http://web.archive.org/web/20160111191338if_/http://ourfairdeal.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,https://www.ourfairdeal.org/,http://web.archive.org/web/20160608150851if_/http://ourfairdeal.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,toyota rav4 2 door suv,http://web.archive.org/web/20161025041736if_/http://www.ourfairdeal.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20170502214220if_/http://www.ourfairdeal.org:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20170905194518if_/http://ourfairdeal.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20180125135731if_/http://ourfairdeal.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20240506020039if_/https://www.ourfairdeal.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blueskycollaborative.com,clear,5,Clean,18,20,0,291,en,Blue Sky Collaborative: Revenue generating software and fundraising services for nonprofits and their supporters.,website,http://web.archive.org/web/20070630013718if_/http://www.blueskycollaborative.com:80/,291,386,37,714,50,61,39,16,2033,303,1198,274,236,289,1711,2000,226,85,0,1,15,19,214,91,96,81,78,0,0,No,English French Russian Vietnamese,Business/Financial Services,Health,,2007: English
,,,,,,,,,Customized & Affordable Pledge Event and Social Networking Software for Nonprofit Fundraising,blueskycollaborative,http://web.archive.org/web/20080507062622if_/http://www.blueskycollaborative.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008: English
,,,,,,,,,Fundraising Software for Walkathons Bike Rides Marathons and Golf Tournaments,blueskycollaborative.com,http://web.archive.org/web/20081224084452if_/http://www.blueskycollaborative.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016: English
,,,,,,,,,SWEET Peer to Peer Fundraising System for Nonprofits,visit website,http://web.archive.org/web/20160811204654if_/http://blueskycollaborative.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017: English
,,,,,,,,,Peer to Peer Fundraising Software For Organizations That Depend On It,hamptons paddle & party for pink,http://web.archive.org/web/20171219220642if_/http://blueskycollaborative.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018: English
,,,,,,,,,Fundraising Software for Walk-a-thons and Peer to Peer Events | Blue Sky Collaborative,paddle for pink,http://web.archive.org/web/20180702205854if_/http://blueskycollaborative.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019: English
,,,,,,,,,Event Fundraising Software for Walk-a-thons & Any Peer to Peer Event,aug 10 2017 - alternatives to blackbaud sphere kintera and standard peer to peer fundraising software for campaigns that stand out. by nick gemelli ...,http://web.archive.org/web/20181109054431if_/http://blueskycollaborative.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020: English
,,,,,,,,,This is the default server vhost,secure,http://web.archive.org/web/20190816082732if_/https://blueskycollaborative.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021: English
,,,,,,,,,,blue sky collaborative,http://web.archive.org/web/20200510213209if_/https://blueskycollaborative.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022: English
,,,,,,,,,,,http://web.archive.org/web/20211003231649if_/https://blueskycollaborative.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023: English
,,,,,,,,,,,http://web.archive.org/web/20220503232917if_/https://blueskycollaborative.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024: English
,,,,,,,,,,,http://web.archive.org/web/20220914004122if_/https://blueskycollaborative.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20230125222428if_/https://blueskycollaborative.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20240227205721if_/https://blueskycollaborative.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20241219103241if_/https://blueskycollaborative.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweetlulu.com,clear,7,Clean,20,23,0,21,en,Home,sweet lulu,http://web.archive.org/web/20020207155400if_/http://www.sweetlulu.com:80/,21,203,1,713,50,50,13,0,231,97,224,109,87,29,202,231,3,184,0,0,18,18,99,64,10,55,50,0,0,No,English Chinese,Health/Conditions and Diseases,,,2002: English
,,,,,,,,af,««·´¯º·¸_BuyDomains.com_¸·º¯`·»» - Discount domain registration DNS domain brokerage domain appraisal and transfer and Web hosting :,sweetlulu.com,http://web.archive.org/web/20020925182155if_/http://sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003: English
,,,,,,,,,Untitled,5-step menu,http://web.archive.org/web/20030326083319if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004: English
,,,,,,,,,:: SweetLulu ::,boost https://sweetlulu.com for ahrefs dr moz da and majestic tf with quality dofollow backlinks and guest posts – see results first pay later! click here to place an order or visit skylinkseo.com. contact us anytime on telegram at t.me/skylinkseo,http://web.archive.org/web/20031009191750if_/http://sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005: Afrikaans English
,,,,,,,,,SweetLulu,go to website,http://web.archive.org/web/20040604101014if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006: Afrikaans
,,,,,,,,,,http://sweetlulu.com/,http://web.archive.org/web/20050307153713if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007: Afrikaans
,,,,,,,,,,+,http://web.archive.org/web/20051202033337if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008: English
,,,,,,,,,,sweetlulu,http://web.archive.org/web/20060610173622if_/http://sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009: English
,,,,,,,,,,http://www.sweetlulu.com/,http://web.archive.org/web/20070510033001if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010: English
,,,,,,,,,,,http://web.archive.org/web/20071120094333if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011: English
,,,,,,,,,,,http://web.archive.org/web/20081216021921if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012: English
,,,,,,,,,,,http://web.archive.org/web/20090721103805if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013: English
,,,,,,,,,,,http://web.archive.org/web/20100103065233if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014: English
,,,,,,,,,,,http://web.archive.org/web/20110128173522if_/http://sweetlulu.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015: English
,,,,,,,,,,,http://web.archive.org/web/20110803142554if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016: English
,,,,,,,,,,,http://web.archive.org/web/20111211200300if_/http://sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017: English
,,,,,,,,,,,http://web.archive.org/web/20120414182143if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018: English
,,,,,,,,,,,http://web.archive.org/web/20120818173239if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019: English
,,,,,,,,,,,http://web.archive.org/web/20130123145524if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020: English
,,,,,,,,,,,http://web.archive.org/web/20130719014004if_/http://sweetlulu.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20131217164001if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20140512171754if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20141001162758if_/http://sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20150215133454if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20150703184230if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20151107182032if_/http://sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20160314011014if_/http://sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20160718135824if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20170218033024if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20170701123112if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20171101152327if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20180306125829if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20180711235132if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20181115231323if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20190321093712if_/http://www.sweetlulu.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20200804222505if_/https://www.sweetlulu.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yet-magazine.com,spam,–,SNAPSHOT <http://web.archive.org/web/20141216180339if_/http://www.yet-magazine.com/> TEXT : Badword [ Buy now] in (ip to content Magazine Current Issue Archive Featured Content All Editorials Interviews Reviews News Buy now About Submissions Neðan by Paula Prats and Cristina Gamón Editorials Book review: Prolifera),13,13,1,114,en,Yet Magazine - Home,https://yet-magazine.com/,http://web.archive.org/web/20121229141151if_/http://www.yet-magazine.com:80/,114,139,0,582,50,62,48,15,6152,410,3392,397,339,160,5989,6152,97,47,1,14,20,25,1527,200,1977,177,155,0,0,Yes,English Russian Latvian Italian French Spanish/Castilian German Turkish Dutch/Flemish Japanese,Arts/Photography,Regional/Europe,Computers/Programming/Languages,2012: English
,,,,,,,,de,Yet Magazine,i went to the worst of bars... on yet magazine,http://web.archive.org/web/20130629122938if_/http://yet-magazine.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013: English
,,,,,,,,,YET magazine,yet-magazine.com,http://web.archive.org/web/20131119052407if_/http://yet-magazine.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014: English
,,,,,,,,,YET Magazine,https://yet-magazine.com,http://web.archive.org/web/20140326055704if_/http://www.yet-magazine.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015: English
,,,,,,,,,,yet-magazine,http://web.archive.org/web/20140730042800if_/http://www.yet-magazine.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016: English
,,,,,,,,,yet-magazine.com - Informationen zum Thema yet magazine.,yet,http://web.archive.org/web/20141216180339if_/http://www.yet-magazine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017: English
,,,,,,,,,,yet magazine,http://web.archive.org/web/20150423103551if_/http://www.yet-magazine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018: 
,,,,,,,,,,corbeau by anne golaz on yet,http://web.archive.org/web/20150825002740if_/http://www.yet-magazine.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019: 
,,,,,,,,,,www.yet-magazine.com,http://web.archive.org/web/20160103223649if_/http://www.yet-magazine.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021: English
,,,,,,,,,,,http://web.archive.org/web/20160719075216if_/https://www.yet-magazine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023: English
,,,,,,,,,,,http://web.archive.org/web/20170517123357if_/https://www.yet-magazine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025: German
,,,,,,,,,,,http://web.archive.org/web/20180310153110if_/https://yet-magazine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20190626023158if_/https://yet-magazine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20210125041750if_/https://yet-magazine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20211007181758if_/https://yet-magazine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20230103155814if_/https://yet-magazine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20230512015159if_/https://yet-magazine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20231125032808if_/https://yet-magazine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,http://web.archive.org/web/20250414221218if_/https://yet-magazine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mymetsjournal.com,clear,9,Clean,9,9,0,0,en,My Mets Journal,game 2. nats go headhunting again.,http://web.archive.org/web/20150409011730if_/http://www.mymetsjournal.com:80/,0,94,674,1973,122,261,5,0,8579,91,3035,97,63,50,8461,8511,29,2090,0,1,15,16,295,63,1229,50,44,0,0,No,English,Recreation/Collecting,Sports/Baseball,News/Magazines and E-zines,2015: English
,,,,,,,,,,a real good sign. stroman is back,http://web.archive.org/web/20150821043949if_/http://www.mymetsjournal.com:80/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016: English
,,,,,,,,,,mymetsjournal.com,http://web.archive.org/web/20160110124410if_/http://www.mymetsjournal.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017: English
